SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
COc1cc(ccc1N2CCC(CC2)NC3=NCCCN3)C(=O)NC[C@H](NS(=O)(=O)c4ccccc4)C(=O)O,timbal,0.7644,6,5,10,4,558.661,9.72124639904717,7.15
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)c3cccn3C)C(=O)O)cc2,timbal,1.2201,6,2,7,3,410.43,7.09691001300806,7.47
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)[C@@H]3C[C@H](CN3S(=O)(=O)c4cccc(c4)C#N)n5cnc6ccccc56,timbal,4.67848,8,3,10,6,732.606,10.0969100130081,7.74
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@@]3(CC(=O)N4CCOCC4)CCCO3)C(=O)O)cc2,timbal,2.2722,7,3,9,4,496.56,7.63544900464603,8.52
CCOC(=O)C[C@H](NC(=O)CCC(=O)Nc1ccc(cc1)C(=N)N)C#C,timbal,0.76057,4,4,9,1,358.398,8.69897000433602,6.2
CCC\N=C(/N)\c1ccc(cc1)C(=O)Nc2ccc3CCC(CC(=O)O)Cc3c2,timbal,3.6338,3,3,7,3,393.487,9.88605664769316,7.98
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CN)C(=O)O,timbal,-6.2743,11,13,23,1,715.766,6.67778070526608,7.48
CN(C)C(=O)Oc1ccc(C[C@H](Nc2nc(ncc2c3ccccc3C)N4CCCCC4)C(=O)O)cc1,timbal,4.61052,6,3,8,4,503.603,7.49485002168009,7.86
OC(=O)CCNC1CCC2(CC1)CCN(CC2)c3ccncc3,timbal,2.6751,3,2,5,3,317.433,4.30102999566398,6.63
C[C@@]1(CCCO1)C(=O)N[C@@H](Cc2ccc(cc2)N3C=CC=CC3=O)C(=O)O,timbal,1.5185,5,2,6,3,370.405,7.88941028970075,7.33
Cc1onc(C)c1S(=O)(=O)N[C@@H](CNC(=O)N2CCC3(CC2)CCN(CC3)c4ccncc4)C(=O)O,timbal,1.51014,7,4,7,4,520.612,9,8.01
COc1ccc(CC(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H]3CCCN3C(=O)[C@H](CO)NC2=O)C(=O)O)cc1,timbal,-0.845,8,6,6,3,554.647,6.60205999132796,6.76
OC(=O)C(CNC(=O)CCCCc1ccc2CCCNc2n1)c3cnc4ccccc4c3,timbal,3.6853,5,3,9,4,432.524,9.08618614761628,8.71
C\C=C\[C@@H](CC(=O)O)NC(=O)C[C@@H](CC(C)C)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,timbal,4.63812,5,5,13,2,522.646,3.98716277529483,7.41
CN(CC(=O)c1ccc(OCC(=O)O)c(OCC(=O)O)c1)C(=O)c2ccc(cc2)C(=N)N,timbal,0.85237,8,5,11,2,443.412,9.39794000867204,7.24
NC(=N)NC(=N)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,timbal,2.55394,0,5,1,1,313.205,4.40340290437354,4
NC(=N)c1ccc2oc(cc2c1)C(=O)NCCCCCCCC(=O)O,timbal,2.87187,3,4,10,2,345.399,5.48148606012211,6.9
CCn1ccc2cccc(Sc3ccc(\C=C\C(=O)N4CCN(CC4)C(=O)C)cc3Cl)c12,timbal,5.1697,2,2,5,4,468.022,6.88605664769316,7.14
NC(=N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CS(=O)(=O)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)O,timbal,-4.75893,12,11,9,2,684.685,8.67778070526608,7.57
OC(=O)C[C@H](NC(=O)CCCCc1ccc2CCCNc2n1)c3ccc4nc(O)oc4c3,timbal,3.3315,6,4,9,4,438.484,7.88272870434424,8.53
CCCCS(=O)(=O)NC(CNC(=O)CN1C(=O)N[C@@H](CCCN=C(N)N)C1=O)C(=O)O,timbal,-2.7507,7,7,14,1,463.517,6.45593195564972,6.81
OC(=O)CNC1CCC2(CC1)CCN(CC2)c3ccncc3,timbal,2.285,3,2,4,3,303.406,6.79588001734408,4.35
C[C@]1(CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)N[C@@H](Cc3ccc(cc3)c4nc[nH]n4)C(=O)O,timbal,3.1338,7,5,8,4,552.44,6.02282532397981,7.15
OC(=O)[C@H](CNC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)NC(=O)OCc3ccccc3,timbal,1.5006,6,5,10,3,488.585,9.76955107862173,8.48
CC(C)COC(=O)N[C@@H](CNC(=O)C1CCCn2c(\C=C\C3CCNCC3)nnc12)C(=O)O,timbal,1.1199,7,4,9,3,462.551,9.22184874961636,7.34
C[C@H](NC(=O)c1ccc(cc1)C(=N)NO)C(=O)N2CCC(CC2)OCC(=O)O,timbal,0.20127,6,6,7,2,392.412,6.22621355501881,7.69
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@]3(CCCO3)C(=O)C(C)C)C(=O)O)cc2,timbal,3.257,7,2,10,3,469.534,9.17392519729917,7.21
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncnc3ccccc23)C(=O)O)cc1,timbal,2.798,6,3,6,3,380.404,6.72124639904717,7.53
CCc1cc(O)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc2c1C(=O)OC,timbal,3.081,7,3,2,4,392.363,4.30102999566398,5.91
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CC=CC3C(=O)NCCCCC(=O)O)cc2,timbal,3.31962,5,5,10,3,478.549,7.69897000433602,7.62
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,timbal,5.1033,5,2,8,3,474.34,9.1249387366083,7.62
OC(=O)[C@H](CNC(=O)C1CCCn2c(CCC3CCNCC3)nnc12)NC(=O)OCc4ccccc4,timbal,1.5835,7,4,10,4,498.584,9.31875876262441,9.33
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CCCC3C(=O)NCC4CCC(CC4)C(=O)O)cc2,timbal,4.17972,5,5,8,4,520.63,6.91721462968355,7.01
Cc1c(cnn1c2nc(cs2)c3cccc(c3)C(F)(F)F)C(=O)NCCCO,timbal,3.43522,4,2,6,3,410.421,5.30102999566398,5.49
COc1cccc(OC)c1c2ccc(CC(NC(=O)C3CCCN3S(=O)(=O)c4ccccc4)C(=O)O)cc2,timbal,3.336,7,2,10,4,538.622,10.301029995664,7.44
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)[C@@H]3C[C@H](CN3S(=O)(=O)c4cccc(c4)C#N)N(CC(F)(F)F)C5CCC5,timbal,4.87288,7,4,12,5,767.614,8.50863830616573,9.03
CCCN(C(=O)N[C@@H](Cc1ccc(cc1)C2=C(OC)C=NN(C)C2=O)C(=O)O)c3ccccc3,timbal,3.0778,6,2,9,3,464.522,6.45593195564972,7.21
COc1ccccc1c2ccc(C[C@H](NC(=O)C3CCOC3)C(=O)O)cc2,timbal,2.5106,5,2,7,3,369.417,7.44369749923271,8.21
OC(=O)[C@H](Cc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1)NC(=O)C4(CCCC4)c5ccccc5,timbal,5.7501,6,3,10,5,549.627,5.61978875828839,6.28
C[C@]1(CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)N[C@@H](Cc3ccc(cc3)c4cccnc4)C(=O)O,timbal,4.4107,6,2,8,4,562.475,6.50723961097316,7.07
CCN(CC)CCCNC(=O)c1cnn(c2nc(c(Br)s2)c3cccc(c3)C(F)(F)F)c1C(F)(F)F,timbal,6.2576,3,2,9,3,598.411,5.88605664769316,5.04
NC(=N)NCCC[C@@H]1NC(=O)N(CC(=O)NCC(NC(=O)c2ccc3ccccc3c2)C(=O)O)C1=O,timbal,-0.67733,6,8,11,3,497.512,6.69897000433602,6.72
OC(=O)[C@H](CCCCCCCc1ccc2CCCNc2n1)NS(=O)(=O)C3CCCCC3,timbal,4.0281,5,3,12,3,451.633,7.30277065724028,7.73
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)c4cncc(Br)c4)C(=O)O)cc2,timbal,5.1436,5,2,8,4,523.427,6.78251605578609,7.53
CCCNC(=O)[C@H](CC(=O)O)NC(=O)[C@H]1CCCN1C(=O)CCCNC(=N)N,timbal,-1.27363,5,7,11,1,398.464,4.69897000433602,6.01
NC(=N)c1ccc(cc1)C(=O)N2CCC3(CCN(CC3)C(=O)CC(=O)O)CC2,timbal,1.29017,4,5,4,3,386.452,5.01322826573376,5.8
CCn1cc(CN(C)C)c2cccc(Sc3ccc(\C=C\C(=O)N4CCN(CC4)C(=O)C)cc3Cl)c12,timbal,5.2313,2,3,7,4,525.118,7,6.61
NC(=N)c1ccc(cc1)C(=O)N2CCC3(CCC(CC3)C(=O)NCC(=O)O)CC2,timbal,1.58407,4,5,5,3,400.479,5.01322826573376,6.1
C[C@@]1(CCCO1)C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O,timbal,3.3217,6,3,7,3,466.321,9.69897000433602,7.53
CN(C)\C=N\CCCNC(=O)c1cnn(c2nc(cs2)c3cccc(c3)C(F)(F)F)c1C(F)(F)F,timbal,4.7432,3,2,8,3,518.487,4.80687540164554,5.17
OC(=O)C[C@@H](NC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3)c4ccccc4,timbal,4.1906,4,2,6,4,421.541,4.52287874528034,8.36
CCCCS(=O)(=O)N[C@@H](CCCCCCCc1ccc2CCCNc2n1)C(=O)O,timbal,3.4955,5,3,14,2,425.595,7.67162039656126,7.59
OC(=O)C[C@@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3ccc(Cl)s3,timbal,3.0519,4,4,8,3,456.008,10,9.7
OC(=O)C[C@H](NC(=O)c1cccn2c(CCC3CCNCC3)nnc12)c4cccnc4,timbal,2.0023,6,3,8,4,422.489,8.3767507096021,8.31
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CC(=O)N(Cc4ccc(cc4)c5cccnc5)[C@@H](CC(C)C)C3=O,timbal,4.8446,4,3,9,5,548.687,4.87614835903291,5.6
CCOC(=O)NC(=N)c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3CCC(CC3)OCC(=O)O,timbal,1.89697,8,6,10,3,540.573,7.04575749056068,6.87
COc1cnnc(O)c1c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,timbal,3.5903,7,3,7,3,462.289,7.38721614328026,7.5
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\N=C/3\C(\C(=C3O)O)=N\CC=C,timbal,2.6108,6,4,8,3,489.315,6.92081875395238,7.58
Cc1cccc(c1NC(=O)Nc2ccc(cc2)CC(=O)NCCCCCCCCCCCCN)C,timbal,6.46584,2,4,16,2,480.697,3.81987412483595,6.44
CN([C@@H](CNC(=O)C1=NOC(CCCCNc2ccccn2)C1)C(=O)O)S(=O)(=O)c3ccc(cc3)c4ccccc4,timbal,3.3658,7,3,14,4,579.679,6.88605664769316,7.35
COc1ccc(cn1)C(CC(=O)O)Cc2cc(OCCc3ccc4CCCNc4n3)n(C)n2,timbal,2.9993,7,2,10,4,451.527,6.7851561519523,8.3
Cn1cc(\C=C/2\C(=O)NC(=O)N(C2=O)c3cccc4ccccc34)c5ccccc15,timbal,3.9979,3,1,2,5,395.418,6.74472749489669,5.53
OC(=O)[C@H](Cc1cccnc1)NC(=O)[C@@H]2CCCN2S(=O)(=O)c3cc(Cl)cc(Cl)c3,timbal,2.3536,6,2,7,3,472.35,5.67778070526608,7.73
OC(=O)CC1CCc2ccc(NC(=O)c3ccc(cc3)C(=N)N4CCOCC4)cc2C1,timbal,3.17607,4,4,5,4,421.497,9.82390874094432,8.1
OC(=O)C(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)Nc3ncccc3[N+](=O)[O-],timbal,4.0517,5,3,8,3,476.276,7.30102999566398,7.49
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3ccc[nH]3)C(=O)O)cc1,timbal,2.6399,6,4,7,3,395.419,7.1249387366083,7.44
Cc1ccccc1NC(=O)Nc2ccc(cc2)CC(=O)NN(CC(C)C)C(=O)NC(CC=C)CC(=O)[O-],timbal,2.96502,4,4,11,2,508.599,5.22914798835786,7.23
NC(=N)c1ccc(COc2ccc3CC(CC(=O)O)CCc3c2)cc1,timbal,3.12927,3,3,6,3,338.407,6.58502665202918,8.52
CN(C)CCN1c2ccccc2Sc3ccc(Cl)cc13,timbal,4.5043,0,1,3,3,304.846,4.55284196865778,6.08
C[C@@H](CC(=O)O)N1CC(=O)N(C)c2ccc(cc2C1=O)C#Cc3ccc(cc3)C(=N)N,timbal,1.65227,4,4,4,3,418.453,6.86012091359876,7.34
NC(=N)c1ccc(COc2ccc(cc2)C(=O)NCC(=O)O)cc1,timbal,1.36407,4,4,7,2,327.34,5.30102999566398,6.87
COc1ccc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)C)C(=O)O)cc1,timbal,0.7285,5,3,6,2,352.412,4.11594135290606,5.25
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CCC(=O)N(Cc4ccc(O)c(OC)c4)[C@@H](CC(C)C)C3=O,timbal,3.8869,5,4,9,4,531.653,6.02227639471115,5.06
CC(C)c1cn(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc(Cl)cc4)C(=O)O)nn1,timbal,4.4434,6,3,7,4,564.857,6.50863830616573,7.16
OC(=O)[C@H](Cc1ccc(cc1)N2CCCC2=O)NC(=O)[C@@H]3CCC(=O)N3Cc4ccccc4,timbal,2.1165,5,3,8,4,449.507,7.79588001734408,6.95
CCCCS(=O)(=O)N[C@@H](CNC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3)C(=O)O,timbal,2.1473,6,3,10,3,480.631,8.52287874528034,8.69
CC1=CN(C[C@H](NC(=O)OCc2ccccc2)C(=O)O)C(=O)N=C1N3CCC(CNc4nc5ccccc5[nH]4)CC3,timbal,3.13612,7,5,10,5,559.627,5.69897000433602,7.21
CCOC(=O)CCNC(=O)N[C@H]1CCN(C1=O)c2ccc(cc2)C(=N)N,timbal,0.32837,4,4,7,2,361.402,7.16749108729376,7.12
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3cccc(Cl)c3Cl)C(=O)O)cc1,timbal,4.6186,6,3,7,3,475.332,7.11350927482752,7.61
OC(=O)CC(CC1CCN(CC1)C(=O)CCc2ccc3CCCNc3n2)c4cccc(F)c4,timbal,4.3986,5,3,8,4,453.558,9,7.27
Cn1cc(\C=C/2\C(=O)NC(=O)N(C2=O)c3ccccc3)c4ccccc14,timbal,2.8447,3,1,2,4,345.358,5.38721614328026,6.13
NC(=N)c1cc(F)c(C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2)c(F)c1,timbal,2.72097,6,4,5,3,401.369,8.30102999566398,8
Cc1onc(C)c1S(=O)(=O)N[C@@H](CCC(=O)N2CCC3(CC2)CCN(CC3)c4ccncc4)C(=O)O,timbal,2.10734,7,3,8,4,519.624,8.69897000433602,7.83
CCOC(=O)CC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)[C@@H]3CCCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4,timbal,5.3504,8,2,12,4,730.454,7.88605664769316,8.09
CC(C)OC(=O)COc1ccc(cc1OCC(=O)OC(C)C)C(=O)CN(C)C(=O)c2ccc(cc2)C(=N)N,timbal,2.58637,8,3,13,2,527.574,6.04575749056068,6.72
CC(C)c1ccccc1SC2CC=C(\C=C\C(=O)N3CCN(CC3)C(=O)C)C=C2[N+](=O)[O-],timbal,4.0083,2,2,6,3,455.58,7.35654732351381,6.4
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3c(C)cc(C)cc3C)C(=O)O)cc1,timbal,4.23706,6,3,7,3,448.523,7,7.5
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@]3(C)OC(C)CC3N)C(=O)O)cc2,timbal,2.3775,6,3,8,3,442.512,8.58502665202918,7.64
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N[C@@H](CCCCNC(=O)\C=C\c3cccnc3)C(=O)N[C@@H](CCCC(=O)O)C(=O)N[C@H](Cc4ccccc4)C(=O)N)cc2,timbal,4.01372,9,8,23,4,832.959,10.6575773191778,7.98
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3cccs3)C(=O)O)cc1,timbal,3.3733,6,3,7,3,412.471,7.79588001734408,6.78
CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc2ccc(OC(=O)C34CC5CC(CC(C5)C3)C4)cc2)C(=O)O,timbal,2.8417,6,3,7,6,500.617,6.85387196432176,5.96
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3c4cncc5ccccc45)C(=O)O)cc2,timbal,4.6999,6,2,9,5,525.605,7.34678748622466,7.52
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\N=C/3\C(\C(=C3O)O)=N\c4ccccc4,timbal,3.7565,6,4,7,4,525.348,7.30102999566398,6.89
NC(=N)c1ccc(s1)C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2,timbal,2.50427,4,4,5,3,371.418,6.67778070526608,7.49
OC(=O)CC(NC(=O)C1CCN(CC1)C(=O)CCCNC2=NCCN2)c3cnc4ccccc4c3,timbal,1.4344,5,5,9,4,480.569,7.1007268126824,8.16
COCCn1ccc2cc(Sc3ccc(\C=C\C(=O)N4CCN(CC4)C(=O)C)cc3Cl)ccc12,timbal,4.7962,3,2,7,4,498.048,7.22184874961636,6.7
CC(C)CCNC(=O)C(CCCC(=O)O)NC(=O)C1CCCN1C(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2,timbal,4.07452,6,6,14,3,593.725,8.32790214206428,6.66
CN(C)Cc1c[nH]c2ccc(Sc3ccc(\C=C\C(=O)N4CCN(CC4)C(=O)C)cc3Cl)cc12,timbal,4.738,2,4,6,4,497.064,6.3767507096021,6.1
CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)c2ccccc2)C(=O)O)cc1,timbal,2.1727,5,3,6,2,356.378,6.88605664769316,6.41
NC(=N)NCCC[C@@H]1NC(=O)CNC(=O)CS(=O)(=O)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)O,timbal,-6.07583,11,10,7,1,578.561,7.74472749489669,8.11
NC(=N)c1ccc(cc1)N2CC3(CCN(CC3)C(=O)CC(CC(=O)O)c4ccccc4)CC2=O,timbal,2.96477,4,4,7,4,462.55,7.60205999132796,7.05
COc1cc(CC(=O)N2CCCC2CN3CCN(CC(=O)O)CC3)ccc1NC(=O)Nc4ccccc4C,timbal,2.88332,5,6,9,4,523.634,8.79588001734408,7.92
CC(C)(COC(=O)N1CCC2(CC1)CN(C(=O)C2)c3ccc(cc3)C(=N)N)C(=O)O,timbal,2.03697,5,4,5,3,416.478,4.82390874094432,7.51
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@@H](CO)NC(=O)c3c(Cl)cccc3Cl)cc2,timbal,3.0961,5,2,7,3,462.333,6.63827216398241,5.81
NC(=N)c1ccc(cc1)N2CCC3(CCN(CC3)C(=O)COCC(=O)O)C2=O,timbal,0.41737,5,4,6,3,388.424,7.76955107862173,6.13
OC(=O)C[C@H](NC(=O)C1CCCn2c(\C=C\C3CCNCC3)nnc12)c4cccnc4,timbal,1.8955,6,3,7,4,424.505,9.67778070526608,9.12
CCCCOC(=O)N[C@@H](CCC(=O)N1CCC2(CC1)CC(=O)N(C2=O)c3ccc(cc3)C(=N)N)C(=O)O,timbal,1.60247,7,5,10,3,515.567,6.56863623584101,7.52
OC(=O)CC(Cc1csc(CCCc2ccc3CCCNc3n2)n1)c4cnc(s4)C5CC5,timbal,5.2064,5,2,10,5,468.648,8.91364016932525,7.87
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]3CCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4,timbal,5.1276,6,3,9,4,645.348,7.65757731917779,8.28
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)C4=CN(C)C(=O)C=C4)C(=O)O)cc2,timbal,3.6848,5,2,8,4,474.557,7.74472749489669,7.28
NC(=N)c1ccc(cc1)N2C(=O)NC3(CCN(CC3)C(=O)CCCC(=O)O)C2=O,timbal,0.64297,5,5,6,3,401.423,7.67778070526608,5.94
CN1C(=O)N(CC12CCN(CC2)C(=O)NCCC(=O)O)c3ccc(cc3)C(=N)N,timbal,0.86137,4,6,5,3,402.455,6.67366413907125,7.11
NC(=N)c1ccc(C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2)c(F)c1,timbal,2.58187,5,4,5,3,383.379,8.52287874528034,7.99
Cc1onc(C)c1S(=O)(=O)N[C@@H](CCC(=O)N2CCC3(CC2)CCN(C3=O)c4ccc(cc4)C(=N)N)C(=O)O,timbal,1.13291,7,5,9,4,560.633,7.44369749923271,7.26
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)c3ccc(cc3Cl)S(=O)(=O)C)C(=O)O)cc2,timbal,1.9385,8,2,8,3,519.963,8.39794000867204,7.24
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCc3cccc(N)n3)C2)C(=O)O,timbal,1.60456,7,4,11,3,517.608,7.58502665202918,7.73
OC1CNC(=CC1)Nc2cccc(c2)C(=O)N3CCC(CC3)C(=O)NC(CC(=O)O)c4cnc5ccccc5c4,timbal,3.0267,6,6,8,5,543.624,8.25963731050576,6.86
CN1N=CC(=C(C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c4cccc(OC(F)(F)F)c4,timbal,5.7454,6,2,8,4,606.384,7.60205999132796,6.74
CCN(CC)C1=C(N[C@@H](Cc2ccc(Oc3ncccn3)cc2)C(=O)O)C(=O)C1=O,timbal,1.8189,7,2,10,3,410.43,5.63827216398241,6.74
C[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CCCCN2C1=O)C(=O)O)NC(=O)[C@@H]3[C@@H](CCN3C(=O)C)c4ccc(O)cc4,timbal,0.4316,8,7,4,4,635.765,7,7.63
CN1N=CC(=C(C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)OCCN4CCOCC4,timbal,2.8908,7,3,10,4,575.449,8.52287874528034,7.8
NC(=N)NCCCC(=O)N1CCC[C@@H]1C(=O)NCCC(=O)O,timbal,-1.16843,4,6,8,1,313.358,5.92081875395238,5.44
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)O,timbal,0.0756,7,6,14,0,458.556,3.75696195131371,5.47
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)Nc3cc(Cc4ccccc4)ncn3,timbal,5.1293,6,3,9,4,522.392,5.95860731484177,7.2
CNc1cccc(CCOc2ccc3c(ccn3CCC(=O)O)c2)n1,timbal,3.1742,4,2,8,3,339.395,4.82390874094432,6.34
NC(=N)c1ccc(cc1)N2CCC3(CCN(CC3)C(=O)CC(CC(=O)O)c4ccccc4)C2=O,timbal,2.96477,4,4,7,4,462.55,7.04575749056068,7.59
CCCCCOc1ccc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)C)C(=O)O)cc1,timbal,2.2889,5,3,10,2,408.52,5.3767507096021,5.17
OC(=O)CC1CC1c2ccc(OCCCNc3ccccn3)cc2,timbal,3.5408,4,2,9,3,326.396,7.72124639904717,7.48
C[C@@]1(CCCO1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccccc3C#N)C(=O)O,timbal,2.90628,4,2,6,3,378.428,7.95860731484177,7.62
CCCCOC(=O)N[C@@H](CCC(=O)N1CCC2(CC1)N(C)C(=O)N(C2=O)c3ccc(cc3)C(=N)N)C(=O)O,timbal,1.48997,7,6,10,3,530.582,7.69897000433602,7.09
NC(=N)c1ccc(cc1)N2CCC3(CCN(CC3)C(=O)NCCC(=O)O)C2=O,timbal,0.97387,4,5,5,3,387.44,8.39794000867204,6.45
NC(=N)c1ccc(cc1)N2CC3(CCN(CC3)C(=O)NCCC(=O)O)CC2=O,timbal,0.97387,4,5,5,3,387.44,6.45593195564972,8.37
OC(=O)[C@H](CNC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3)NC(=O)OCc4ccccc4,timbal,3.3542,6,3,8,4,494.592,8.69897000433602,8.34
CCCCOC(=O)N[C@@H](CCC(=O)N1CCC2(CC1)CCN(C2=O)c3ccc(cc3)C(=N)N)C(=O)O,timbal,2.07587,6,5,10,3,501.584,8.30102999566398,6.71
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)c3cc(F)ccc3Cl)C(=O)O)cc2,timbal,2.6741,7,2,7,3,459.861,5.92081875395238,7.29
CN1C(=O)N(C(=O)C12CCN(CC2)C(=O)NC(CC(=O)O)c3ccccc3)c4ccc(cc4)C(=N)N,timbal,2.12927,5,6,6,4,492.536,7.30102999566398,7.25
CN1C(=O)N(C(=O)C12CCN(CC2)C(=O)NC[C@H](NS(=O)(=O)c3ccc(C)cc3)C(=O)O)c4ccc(cc4)C(=N)N,timbal,0.65339,7,7,8,4,585.643,7.22914798835786,7.56
OC(=O)CC(NC(=O)C1CCN(CC1)C(=O)CCc2ccc3CCCNc3n2)c4cnc5ccccc5c4,timbal,3.4913,6,4,8,5,515.614,5.54515513999149,6.99
CN1C(=O)N(CC12CCN(CC2)C(=O)CCCC(=O)O)c3ccc(cc3)C(=N)N,timbal,1.45857,4,5,6,3,401.467,6.17134010346468,6.6
CC\N=C(/N)\c1ccc(cc1)N2CCC3(CCN(CC3)C(=O)CCCC(=O)O)C2=O,timbal,2.0122,4,3,7,3,414.506,5.12291674334935,7.29
NC(=N)c1ccc(cc1)N2C(=O)NC3(CCN(CC3)C(=O)NCCC(=O)O)C2=O,timbal,0.04577,5,6,5,3,402.411,6.32975414692588,5.73
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N[C@@H](CC(=O)O)c3ccc4OCOc4c3,timbal,4.77332,7,5,12,4,588.661,8.52287874528034,5.27
COc1ccc(C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N)cc1,timbal,-3.12593,7,9,16,1,522.563,4.56863623584101,6.75
NC(=N)c1ccc(cc1)N2CC3(CCN(CC3)C(=O)NCCC(=O)O)NC2=O,timbal,0.51917,4,6,5,3,388.428,5.42365864979421,6.84
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCNC(=O)CCCCCN)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N3CCC[C@H]3C(=O)O,timbal,2.64782,10,10,24,3,836.988,7.69897000433602,6.29
